279|Quiche lorraine||22915||500|quiches-tartes/quiche-200g.jpg||||
280|Tarte aux 4 fromages|Tarte aux 4 fromages (poivre et sel)|22907||400|quiches-tartes/quiche-200g.jpg||||Tarte aux 4 fromages (poivre et sel)
281|Tarte aux légumes||23490||400|quiches-tartes/quiche-200g.jpg||||
282|Tarte à l'oignon||22909||400|quiches-tartes/quiche-100g.jpg||||
283|Tarte aux champignons||22910||400|quiches-tartes/quiche-200g.jpg||||
284|Tarte aux poireaux||22911||400|quiches-tartes/quiche-200g.jpg||||
285|Vol au vent|Vol au vent garni (bouchée à la reine)|22931|pas de photos|360|sans-photos.jpg||||Vol au vent garni (bouchée à la reine)
286|Buchette au fromage|fromage chevre|22932||60|fromages/chevre-buche.JPG|0|0||fromage chevre
287|Feuilleté au jambon||22933||220|/plats/friand.JPG||||
288|Friand au fromage|feuillete|22934||200|/plats/friand.JPG|0|0||feuillete
289|Bouchées à la reine (coque vide)||22537|pas de photos revoir poids|100|sans-photos.jpg|0|0||
290|Friand à la viande|feuillete|22866||240|/plats/friand.JPG|0|0||feuillete
291|Feuilleté sauce pizza|Feuilleté sauce pizza (vitacuire)|22936||140|/plats/friand.JPG||||Feuilleté sauce pizza (vitacuire)
292|Pizza napolitaine||22926||500|pizza/pizza-moitie.jpg||||
293|Pizza jambon, fromage, olives||22925||500|pizza/pizza-moitie.jpg||||
294|Pizza tomate, fromage||22928||500|pizza/pizza-moitie.jpg||||
295|Pizza champignons, fromage, artichaut||22929||500|/pizza/pizza-moitie.jpg||||
296|Pizza fromage||22930||500|pizza/pizza-moitie.jpg||||
297|Crêpe surgelée champignons|crepe|22917||200|crepes/crepe-fromage.JPG|0|0||crepe
298|Crêpe surgelée fromage|crepe|22919||200|crepes/crepe-fromage.JPG|0|0||crepe
299|Biscuit salé moyenne||22558||60|aperitifs/biscuits-sales.jpg|0|0||
300|Tuc|tuc (moyenne)|21319||0|aperitifs/tuc-p.jpg||||tuc (moyenne)
301|Crackers|Crackers Belin biscuits|20345||0|aperitifs/crackers-p.jpg|0|0||Crackers Belin biscuits
302|Curly (Biscuits soufflés salés)||21318||100|aperitifs/biscuits-sales.jpg|0|0||
303|Sucre en morceaux||20864||0|desserts/sucres/sucre-un(p).jpg||||
304|Sucre roux||22598||0|desserts/sucres/sucre-un(p).jpg||||
305|Caramel liquide||22600||0|vaisselle/cuillere-cafe(p).jpg||||
306|Cassonade|sucre roux|22601||0|desserts/sucres/cassonade-p.jpg|0|0||sucre roux
307|Aspartam|edulcorant|22714||0|vaisselle/cuillere-cafe(p).jpg|0|0||edulcorant
308|Extrait de vanille||23036|pas de photos|0|sans-photos.jpg||||
309|Confiture de fruits moyenne||20858||0|vaisselle/cuillere-cafe(p).jpg|0|0||
310|Miel|Miel liquide|20860||0|vaisselle/cuillere-soupe(p).jpg||||Miel liquide
311|Chocolat Can'kao noir en poudre (Canderel)||23450||100|vaisselle/cuillere-cafe(p).jpg||||
312|Chocolat noir||20857||100|desserts/chocolat/chocolat-un-carre(p).jpg||||
313|Chocolat au lait||20856||100|desserts/chocolat/chocolat-noir(p).jpg||||
314|Chocolat fourré confiseur||23512||100|desserts/chocolat/chocolat-un-carre(p).jpg||||
315|Crunch|Chocolat au riz (crunch)|22614|pas de photos|100|sans-photos.jpg||||Chocolat au riz (crunch)
316|Chocolat aux noisettes|Chocolat aux noisettes (moy noir & lait)|22615||100|desserts/chocolat/chocolat-noir(p).jpg||||Chocolat aux noisettes (moy noir & lait)
317|Chocolat blanc (Galak)||22616||100|desserts/chocolat/chocolat-blanc(p).jpg||||
318|Chocolat patissier (moy)||23513||100|desserts/chocolat/chocolat-un-carre(p).jpg||||
319|Chocolat instantané sucré||23465||100|vaisselle/cuillere-cafe(p).jpg||||
320|Tonimalt|Tonimalt (boisson maltée)|22527||0|desserts/chocolat/chocolat-poudre(p).jpg||||Tonimalt (boisson maltée)
321|Cacao en poudre non sucre||22619||60|desserts/chocolat/chocolat-poudre(p).jpg||||
323|Chocolat en poudre (Banania)||22622||100|vaisselle/cuillere-cafe(p).jpg||||
324|Benco (chocolat en poudre)||22623||30|desserts/chocolat/choclat-poudre.jpg||||
325|Nesquick|Chocolat en poudre Nesquick|22624||0|desserts/chocolat/chocolat-poudre(p).jpg||||Chocolat en poudre Nesquick
326|Ovomaltine|Chocolat en poudre Ovomaltine|22625||0|vaisselle/cuillere-soupe(p).jpg||||Chocolat en poudre Ovomaltine
328|M&M's|cacahuète enrobé de chocolat|23365||0|desserts/confiserie/m-et-m.JPG||||cacahuète enrobé de chocolat
329|Nappage chocolat|Nappage chocolat (prorest)|22609||0|vaisselle/cuillere-soupe(p).jpg||||Nappage chocolat (prorest)
